alert_id,source_system,device_name,device_identifier,organization_name,network_name,alert_type,severity,alert_message,occurred_at,ingestion_time,alert_category,alert_hour,alert_day,severity_score,device_alert_count
MTE2NzQyMDIwMzUzMTg2Njg3NywyNDMwNTExMDY5MTUzOTgyNTI1,Auvik,GigabitEthernet1/0/27 on dyoOBTextsw02.dyopath.com,MTE2NzQyMDIwMzUzMTg2Njg3NywxNzI4NDUwODAxMTI1MzkxMDA3,DYOPATH Oakbrook Terrace,,Interface Status Mismatch,Warning,Interface GigabitEthernet1/0/27 (WAN handoff) on dyoOBTextsw02.dyopath.com is administratively Up and has gone Down. It's connected to Gi1/1 on dyo-core-fw01.,2025-11-25 16:24:31.057000,2026-03-14 17:06:08.452533,Other,16,2025-11-25,2.0,2
MTE3NTAxNjAyNzA5MzE3NzA4NSw0MzgzMjgyOTk5NzQyMTc0ODYx,Auvik,dyoOBTdepotsw03.dyopathcorp.com,MTE3NTAxNjAyNzA5MzE3NzA4NSw1MTU2MDg4MTg0ODY2MTg5NTQw,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C2960XR-48FPD-I

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:24:39.749000,2026-03-14 17:06:08.453162,Device Down,16,2025-11-25,,9
ODYwNDE2MjgzNzY5NTQxMzczLDYxMTk3NzQwNjYwNTM3Mjg2NzQ,Auvik,asav-02.dyopathcorp.com,ODYwNDE2MjgzNzY5NTQxMzczLDQyNjE5MTI3OTk3MDI5NjgwNjA,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 3.162.6.37 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:25:24.529000,2026-03-14 17:06:08.453907,Network Issue,16,2025-11-25,3.0,55
MTE2NzQyMDIwMzUzMTg2Njg3Nyw0OTM0OTQ4OTc4NTk0OTMyODkx,Auvik,GigabitEthernet1/0/4 on dyoOBTextsw01.dyopath.com,MTE2NzQyMDIwMzUzMTg2Njg3NywxMjY5OTYwOTI1MjM1ODg5NTgw,DYOPATH Oakbrook Terrace,,Interface Status Mismatch,Warning,Interface GigabitEthernet1/0/4 (Connection to Lab-Depot ASAx Outside Gi1/1) on dyoOBTextsw01.dyopath.com is administratively Up and has gone Down. It's connected to wan1 on dyo-sch-fw01a.,2025-11-25 16:25:30.082000,2026-03-14 17:06:08.454659,Other,16,2025-11-25,2.0,3
MTE2NzQyMDIwMzUzMTg2Njg3NywyMjkwNTE0NDEwMjcxODI0Nzg0,Auvik,GigabitEthernet1/0/48 on dyoOBTextsw01.dyopath.com,MTE2NzQyMDIwMzUzMTg2Njg3NywyMzY3MzgwNzkxMjQzNTkzMjY4,DYOPATH Oakbrook Terrace,,Interface Status Mismatch,Warning,Interface GigabitEthernet1/0/48 (Connection to firewall outside interface) on dyoOBTextsw01.dyopath.com is administratively Up and has gone Down. It's connected to port10 on dpOBTfw01.dyopathcorp.com.,2025-11-25 16:25:51.334000,2026-03-14 17:06:08.455286,Other,16,2025-11-25,2.0,3
MTEzOTQ0OTI3MTk4NzI3ODU4OSw4NDY2NzY2Nzc4OTkxNjc5ODE2,Auvik,asa5515x-01.kslinc.net,MTEzOTQ0OTI3MTk4NzI3ODU4OSw0NDE0MjQ4OTc4NzI3NjQyOTAz,HVP SLHV Data Center,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 145.166.235.46 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:26:24.143000,2026-03-14 17:06:08.455857,Network Issue,16,2025-11-25,3.0,60
MTE3NTAxNjAyNzA5MzE3NzA4NSwzOTkwODY1MzM2NDQ0MTA0NzYx,Auvik,dyoOBTdepotsw03.dyopathcorp.com,MTE3NTAxNjAyNzA5MzE3NzA4NSw1MTU2MDg4MTg0ODY2MTg5NTQw,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Meraki MS225-48FP

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:26:30.214000,2026-03-14 17:06:08.456478,Device Down,16,2025-11-25,,9
MTE3NTAxNjAyNzA5MzE3NzA4NSw5NDcyNjcxOTg4NTY4ODgzMTQy,Auvik,dyoOBTdepotsw02.dyopathcorp.com,MTE3NTAxNjAyNzA5MzE3NzA4NSwzNDgxMDMxMDk5NDc3NjE5MDMy,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24P-L

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:26:59.073000,2026-03-14 17:06:08.456995,Device Down,16,2025-11-25,,10
NzQ4NzkzMDQ3NDMyNzk0ODc3LDk1MTE4ODQ1MDMzNzk1NDI0OTg,Auvik,asa5515x-01.kslinc.net,NzQ4NzkzMDQ3NDMyNzk0ODc3LDUxNzkxMjgzODE3Nzk0NzM4ODQ,Hanover Company Azure,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 198.75.189.20 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:27:43.003000,2026-03-14 17:06:08.457469,Network Issue,16,2025-11-25,3.0,60
NzQ4NzkzMDQ3NDMyNzk0ODc3LDE2MDE3Mjg4NjgzNjEzNDczNTk,Auvik,asa5515x-01.kslinc.net,NzQ4NzkzMDQ3NDMyNzk0ODc3LDUxNzkxMjgzODE3Nzk0NzM4ODQ,Hanover Company Azure,,VPN remote gateway is Lost,Critical,The VPN remote gateway 12.207.114.35 is now reachable,2025-11-25 16:28:17.760000,2026-03-14 17:06:08.457935,Network Issue,16,2025-11-25,3.0,60
ODYwNDE2MjgzNzY5NTQxMzczLDMwMDAyNDE3MDMyMzM4NzAwNzY,Auvik,asa5515x-01.kslinc.net,ODYwNDE2MjgzNzY5NTQxMzczLDk3MDc1MjIyMjM4MzAxOTAwNjI,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 130.0.165.124 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:28:23.971000,2026-03-14 17:06:08.458390,Network Issue,16,2025-11-25,3.0,60
ODYwNDE2MjgzNzY5NTQxMzczLDg4NjQ1NTkxMTg1OTQ0NjI0NzQ,Auvik,HAN-AZURE-ASAV,ODYwNDE2MjgzNzY5NTQxMzczLDE0NjUzNzE2MDAzNTcxODA1NDk,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.35 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:33:04.140000,2026-03-14 17:06:08.464417,Network Issue,16,2025-11-25,3.0,43
MTI5NDE4NDU0ODE3MDE0MjQ2MSw4Njc5NDA0MzcwMjc1MzgyMDQz,Auvik,slhvSCsw02,MTI5NDE4NDU0ODE3MDE0MjQ2MSw1OTMyNzIxMjMzMjIxMDMwNDkz,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C2960XR-48FPD-I

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:29:08.416000,2026-03-14 17:06:08.458849,Device Down,16,2025-11-25,,29
MTI5NDE4NDU0ODE3MDE0MjQ2MSw3MTUxODkxMDE0NDA0MTk0Mzgx,Auvik,slhvSCsw01,MTI5NDE4NDU0ODE3MDE0MjQ2MSwyMTEwMTY1MzI1NzA1NDU0NTU1,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Meraki MS225-48FP

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:29:21.706000,2026-03-14 17:06:08.459354,Device Down,16,2025-11-25,,28
MTI5NDE4NDU0ODE3MDE0MjQ2MSwxNDY4NjU3MTk0MTQzNjA1ODg5,Auvik,slhvSCsw01,MTI5NDE4NDU0ODE3MDE0MjQ2MSwyMTEwMTY1MzI1NzA1NDU0NTU1,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24P-L

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:29:56.134000,2026-03-14 17:06:08.459819,Device Down,16,2025-11-25,,28
MTE3NTAxNjAyNzA5MzE3NzA4NSw3NDgxMjgxMDM5MzQxNTAyMDg5,Auvik,dpOBTlabsw01.dyopath.com Member 2,MTE3NTAxNjAyNzA5MzE3NzA4NSw3NDE4MzcyNDY1NTk4NzUwMzky,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24T-S

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:30:36.999000,2026-03-14 17:06:08.460274,Device Down,16,2025-11-25,,8
MTE2NzQyMDIwMzUzMTg2Njg3Nyw0ODE1OTY2MzcxMzM2NTI0OTc4,Auvik,GigabitEthernet1/0/48 on dyoOBTextsw01.dyopath.com,MTE2NzQyMDIwMzUzMTg2Njg3NywyMzY3MzgwNzkxMjQzNTkzMjY4,DYOPATH Oakbrook Terrace,,Interface Status Mismatch,Warning,The operational status for interface GigabitEthernet1/0/48 (Connection to firewall outside interface) on dyoOBTextsw01.dyopath.com is now Up and its administrative status is now Up. It's connected to port10 on dpOBTfw01.dyopathcorp.com.,2025-11-25 16:31:14.322000,2026-03-14 17:06:08.460725,Other,16,2025-11-25,2.0,3
ODYwNDE2MjgzNzY5NTQxMzczLDg4MDY0OTcxNjI4ODQwMTI4ODk,Auvik,asav-02.dyopathcorp.com,ODYwNDE2MjgzNzY5NTQxMzczLDQyNjE5MTI3OTk3MDI5NjgwNjA,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.35 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:31:31.627000,2026-03-14 17:06:08.461217,Network Issue,16,2025-11-25,3.0,55
MTA4MzgxOTEyOTIzODk1MDY1MywyMjE3MDIxMDkyMDIwMzQ0Njg5,Auvik,DMG-SLO-AP04,MTA4MzgxOTEyOTIzODk1MDY1MywyMDQ4MjA4ODU4ODY2OTk5NTY1,Ambient Enterprises DMG San Luis Obispo,,Access Point Offline,Warning,This network element has gone offline   Meraki MR44,2025-11-25 16:31:53.998000,2026-03-14 17:06:08.461852,Device Down,16,2025-11-25,2.0,13
MTA4MzgxOTEyOTIzODk1MDY1Myw4ODQ1MTMzNjc0NTk3NjU0MDcx,Auvik,DMG-SLO-AP01,MTA4MzgxOTEyOTIzODk1MDY1Myw5ODc2NTUwMjQ0ODUzMzA0OTky,Ambient Enterprises DMG San Luis Obispo,,Access Point Offline,Warning,This network element has gone offline   Meraki MR46,2025-11-25 16:32:11.987000,2026-03-14 17:06:08.462623,Device Down,16,2025-11-25,2.0,30
MTI5NDE4NDU0ODE3MDE0MjQ2MSwxODEzMjQ1ODAyNTAxNDA1Nzc4,Auvik,slhvSCdist01,MTI5NDE4NDU0ODE3MDE0MjQ2MSw2NDgyNTU4NzQ2NDQ1NzQ4NTY2,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Meraki MS225-48FP

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:32:24.063000,2026-03-14 17:06:08.463406,Device Down,16,2025-11-25,,28
MTA4MzgxOTEyOTIzODk1MDY1Myw3ODI1MTA1NTEwNTI1Mjc1MTIz,Auvik,DMG-SLO-AP01,MTA4MzgxOTEyOTIzODk1MDY1Myw5ODc2NTUwMjQ0ODUzMzA0OTky,Ambient Enterprises DMG San Luis Obispo,,Access Point Offline,Warning,This network element has gone offline   Meraki MR46,2025-11-25 16:32:55.245000,2026-03-14 17:06:08.463941,Device Down,16,2025-11-25,2.0,30
ODYwNDE2MjgzNzY5NTQxMzczLDIwMTkyMDI4Mjg3OTg4MzQ3ODk,Auvik,asa5515x-01.kslinc.net,ODYwNDE2MjgzNzY5NTQxMzczLDk3MDc1MjIyMjM4MzAxOTAwNjI,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.35 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:33:19.419000,2026-03-14 17:06:08.464939,Network Issue,16,2025-11-25,3.0,60
MTI5NDE4NDU0ODE3MDE0MjQ2MSwzODQ1Mjc2MTk4NTA4Nzc5ODAy,Auvik,slhvSCdist01,MTI5NDE4NDU0ODE3MDE0MjQ2MSw2NDgyNTU4NzQ2NDQ1NzQ4NTY2,HVP SLHV South County,,Network Element Offline,Unknown,Device Online Status is now equal to Online,2025-11-25 16:33:55.634000,2026-03-14 17:06:08.465673,Device Down,16,2025-11-25,,28
ODYwNDE2MjgzNzY5NTQxMzczLDIwMjg4NjI1NTE5OTc2MjU1MzU,Auvik,HAN-AZURE-ASAV,ODYwNDE2MjgzNzY5NTQxMzczLDE0NjUzNzE2MDAzNTcxODA1NDk,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,The VPN remote gateway 12.207.114.35 is now reachable,2025-11-25 16:34:21.460000,2026-03-14 17:06:08.466503,Network Issue,16,2025-11-25,3.0,43
MTI5NDE4NDU0ODE3MDE0MjQ2MSw0NDY2MDc5ODUwNjU0MTIwODc0,Auvik,slhvSCsw02,MTI5NDE4NDU0ODE3MDE0MjQ2MSw1OTMyNzIxMjMzMjIxMDMwNDkz,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24T-S

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:34:55.140000,2026-03-14 17:06:08.467300,Device Down,16,2025-11-25,,29
MTEzOTQ0OTI3MTk4NzI3ODU4OSwzMjA5MTg1MjEzMTk3OTQzNDM0,Auvik,asa-edge-01.corp.local,MTEzOTQ0OTI3MTk4NzI3ODU4OSw2OTY3NjA5MzY0MTM1Nzc0Mzk3,HVP SLHV Data Center,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.41 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:35:11.750000,2026-03-14 17:06:08.468357,Network Issue,16,2025-11-25,3.0,47
NzQ4NzkzMDQ3NDMyNzk0ODc3LDEyODkyNTUxMzk1OTEwNDY5MjI,Auvik,asa5515x-01.kslinc.net,NzQ4NzkzMDQ3NDMyNzk0ODc3LDUxNzkxMjgzODE3Nzk0NzM4ODQ,Hanover Company Azure,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.41 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:35:57.432000,2026-03-14 17:06:08.469202,Network Issue,16,2025-11-25,3.0,60
MTA4MzgxOTEyOTIzODk1MDY1Myw5NTY5MTk2NDk0Nzg1NjU3MzYw,Auvik,DMG-SLO-AP01,MTA4MzgxOTEyOTIzODk1MDY1Myw5ODc2NTUwMjQ0ODUzMzA0OTky,Ambient Enterprises DMG San Luis Obispo,,Access Point Offline,Warning,Device Online Status is now equal to Online,2025-11-25 16:36:23.481000,2026-03-14 17:06:08.469973,Device Down,16,2025-11-25,2.0,30
ODYwNDE2MjgzNzY5NTQxMzczLDM1MjIwNTQ3MjUxNjc4MDkyOTc,Auvik,asa-edge-01.corp.local,ODYwNDE2MjgzNzY5NTQxMzczLDYyMzgwNTE2MjMxMjY3MjQwMzM,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.35 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:36:51.956000,2026-03-14 17:06:08.470660,Network Issue,16,2025-11-25,3.0,47
MTEzOTQ0OTI3MTk4NzI3ODU4OSw4MTY4NDgzNzExMjMzODYzMTM5,Auvik,asav-02.dyopathcorp.com,MTEzOTQ0OTI3MTk4NzI3ODU4OSwyMTc1OTY1MTAwNDc0MTY3NDM4,HVP SLHV Data Center,,VPN remote gateway is Lost,Critical,The VPN remote gateway 12.207.114.41 is now reachable,2025-11-25 16:37:31.456000,2026-03-14 17:06:08.471250,Network Issue,16,2025-11-25,3.0,55
NzQ4NzkzMDQ3NDMyNzk0ODc3LDcwMDg1NzE0MDEyMDU2NDM4Mzc,Auvik,asav-02.dyopathcorp.com,NzQ4NzkzMDQ3NDMyNzk0ODc3LDQ1Njg5OTkyMTUxNjE4NTAxNjg,Hanover Company Azure,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 214.35.115.200 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:37:39.497000,2026-03-14 17:06:08.471796,Network Issue,16,2025-11-25,3.0,55
MTI5NDE4NDU0ODE3MDE0MjQ2MSwyODg5NzcwOTcwMzM4ODUwMzk5,Auvik,slhvSCsw01,MTI5NDE4NDU0ODE3MDE0MjQ2MSwyMTEwMTY1MzI1NzA1NDU0NTU1,HVP SLHV South County,,Network Element Offline,Unknown,Device Online Status is now equal to Online,2025-11-25 16:38:08.533000,2026-03-14 17:06:08.472417,Device Down,16,2025-11-25,,28
MTE3NTAxNjAyNzA5MzE3NzA4NSw0NDk3NDQ0NDY4MTM4NDAwMjk0,Auvik,dyoOBTdepotsw02.dyopathcorp.com,MTE3NTAxNjAyNzA5MzE3NzA4NSwzNDgxMDMxMDk5NDc3NjE5MDMy,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24P-L

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:38:18.134000,2026-03-14 17:06:08.473103,Device Down,16,2025-11-25,,10
MTE2NzQyMDIwMzUzMTg2Njg3Nyw0Mzg4NjU2NzY2ODYxMTE4MTQ1,Auvik,GigabitEthernet1/0/18 on dyoOBTextsw02.dyopath.com,MTE2NzQyMDIwMzUzMTg2Njg3Nyw2ODgxMDQzOTM5ODQ1Njc0ODMx,DYOPATH Oakbrook Terrace,,Interface Status Mismatch,Warning,Interface GigabitEthernet1/0/18 (Connection to Lab-Depot ASAx Outside Gi1/1) on dyoOBTextsw02.dyopath.com is administratively Up and has gone Down. It's connected to wan2 on dyo-core-fw01.,2025-11-25 16:38:50.801000,2026-03-14 17:06:08.473632,Other,16,2025-11-25,2.0,1
ODYwNDE2MjgzNzY5NTQxMzczLDk2NDU0MzIxMzEzNTk3OTE4Njc,Auvik,asav-02.dyopathcorp.com,ODYwNDE2MjgzNzY5NTQxMzczLDQyNjE5MTI3OTk3MDI5NjgwNjA,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.35 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:39:09.513000,2026-03-14 17:06:08.474153,Network Issue,16,2025-11-25,3.0,55
MTI5NDE4NDU0ODE3MDE0MjQ2MSwxNjMyMTIyMDAwMTcwNDgyOTc2,Auvik,slhvSCdist01,MTI5NDE4NDU0ODE3MDE0MjQ2MSw2NDgyNTU4NzQ2NDQ1NzQ4NTY2,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Meraki MS225-48FP

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:39:54.356000,2026-03-14 17:06:08.474947,Device Down,16,2025-11-25,,28
128226275558781776,Meraki,slhvSC-FW86,Y5DT-98SX-GAUH,HVP SLHV South County, slhvSC Mathistown,Client IP conflict detected,Warning,Client IP conflict detected,2025-11-25 17:38:59.000000,2026-03-14 17:06:27.778636,Other,17,2025-11-25,2.0,29
MTI5NDE4NDU0ODE3MDE0MjQ2MSw5NzY0MDA2NzQ5MTk1MjgwMjk5,Auvik,slhvSCsw01,MTI5NDE4NDU0ODE3MDE0MjQ2MSwyMTEwMTY1MzI1NzA1NDU0NTU1,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24T-S

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:40:17.507000,2026-03-14 17:06:08.475497,Device Down,16,2025-11-25,,28
MTI5NDE4NDU0ODE3MDE0MjQ2MSwzMzU1NzgwNjM2MTI4MTY4NjUx,Auvik,slhvSCsw01,MTI5NDE4NDU0ODE3MDE0MjQ2MSwyMTEwMTY1MzI1NzA1NDU0NTU1,HVP SLHV South County,,Network Element Offline,Unknown,Device Online Status is now equal to Online,2025-11-25 16:40:45.482000,2026-03-14 17:06:08.475989,Device Down,16,2025-11-25,,28
MTE2NzQyMDIwMzUzMTg2Njg3Nyw5MDM1NzMwNDE4MjE4MDgxNjEz,Auvik,GigabitEthernet1/0/9 on dyoOBTextsw01.dyopath.com,MTE2NzQyMDIwMzUzMTg2Njg3Nyw5MjI4NzE1MTk1NjI0MjMwNzE4,DYOPATH Oakbrook Terrace,,Interface Status Mismatch,Warning,The operational status for interface GigabitEthernet1/0/9 (Connection to Lab-Depot ASAx Outside Gi1/1) on dyoOBTextsw01.dyopath.com is now Up and its administrative status is now Up. It's connected to wan2 on dpOBTfw01.dyopathcorp.com.,2025-11-25 16:40:56.837000,2026-03-14 17:06:08.476417,Other,16,2025-11-25,2.0,4
MTI5NDE4NDU0ODE3MDE0MjQ2MSw4ODAyNjAyMzg3MDE2Mjc1NzQ5,Auvik,slhvSCdist01,MTI5NDE4NDU0ODE3MDE0MjQ2MSw2NDgyNTU4NzQ2NDQ1NzQ4NTY2,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24P-L

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up.
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 16:41:08.847000,2026-03-14 17:06:08.476840,Device Down,16,2025-11-25,,28
ODYwNDE2MjgzNzY5NTQxMzczLDY4OTE1MTg3OTUxOTQ1NTc4Mzg,Auvik,HAN-AZURE-ASAV,ODYwNDE2MjgzNzY5NTQxMzczLDE0NjUzNzE2MDAzNTcxODA1NDk,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,The VPN remote gateway 12.207.114.41 is now reachable,2025-11-25 16:41:21.581000,2026-03-14 17:06:08.477337,Network Issue,16,2025-11-25,3.0,43
ODYwNDE2MjgzNzY5NTQxMzczLDMyMzkwODkwNTMwNDc4NTA5NzU,Auvik,asav-02.dyopathcorp.com,ODYwNDE2MjgzNzY5NTQxMzczLDQyNjE5MTI3OTk3MDI5NjgwNjA,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.41 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:41:42.372000,2026-03-14 17:06:08.477990,Network Issue,16,2025-11-25,3.0,55
MTE3NTAxNjAyNzA5MzE3NzA4NSw1OTE2ODIzMzY3NTA3MjcxNzc2,Auvik,Adaptive Security Appliance 'outside' interface on dpOBTfw01.dyopathcorp.com,MTE3NTAxNjAyNzA5MzE3NzA4NSw1NjQ1NzkzMjE4MzQ4MTI3NTMx,DYOPATH Oakbrook Terrace Lab/Depot,,Internet Connection is Lost,Unknown,"The internet connection for this default gateway (12.207.114.41) has been lost

VPN/Direct connect to device in question
Validate interface status
Contact carrier and verify circuit status, if no LOA/support information, contact POC
If status is good, Initiate Crisis management, warm handoff to IS - Networking",2025-11-25 16:41:52.263000,2026-03-14 17:06:08.478620,Other,16,2025-11-25,,22
ODYwNDE2MjgzNzY5NTQxMzczLDM2MzUxOTY5Mjc4NDgxMzc2NzU,Auvik,asa5515x-01.kslinc.net,ODYwNDE2MjgzNzY5NTQxMzczLDk3MDc1MjIyMjM4MzAxOTAwNjI,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 103.204.231.177 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 16:42:38.223000,2026-03-14 17:06:08.479293,Network Issue,16,2025-11-25,3.0,60
